id,Track Name,Artist,Genre,MFCC Features
371,vermalderhide,Blah Blah Blah,Rock,"[-4.117202   -3.8176024  -3.5622227  ...  0.07829948  0.14506616
  0.17345726]"
650,Side Two - Jake's Theme / Intermission,Ethan Persoff,Electronic,"[-4.091215   -3.568786   -3.270153   ...  0.30047968  0.24780868
  0.2531751 ]"
359,My Room,Blah Blah Blah,Rock,"[-3.9689395  -3.2273226  -3.000619   ...  0.36290112  0.31096393
  0.21856229]"
314,Daisey Chains,Blah Blah Blah,Rock,"[-4.161334   -3.9472904  -3.769789   ... -0.14139605 -0.17209959
 -0.10941951]"
729,Track 03,Gang Wizard,Experimental,"[-4.2843156  -3.994397   -3.5465164  ...  0.23495403  0.29857674
  0.27279666]"
1113,E Flat Drone,Michael J. Schumacher,Experimental,"[-3.5759349e+00 -3.3835721e+00 -3.3071702e+00 ... -2.5344795e-02
  3.3791473e-03  1.0855930e-01]"
1167,Lazy Suicide,Mors Ontologica,Rock,"[-3.3217669   0.15946235  1.2739463  ... -0.21528825 -0.1000386
  0.02474448]"
760,Empty V,Glass Candy,Soul-RnB,"[-3.8179934  -2.4822516  -1.4432418  ... -0.6185991  -0.5088253
 -0.02159741]"
913,Diamonds And Rubies,Jad Fair,Spoken,"[-4.3279743  -4.3142524  -4.0861626  ... -0.03637167 -0.02740026
  0.08358897]"
573,When My Ship Comes In,Clockcleaner,Rock,"[-3.7588227  -0.38192204  1.4385321  ...  0.33681226  0.358638
  0.3363658 ]"
450,Excuses,Bronhard/Going/Public,,"[-4.0886745  -3.58815    -3.4056273  ... -0.21507668 -0.19582874
 -0.09713501]"
1032,Cut 3,Leprechaun Catering,Rock,"[-4.0835147  -2.2562473   0.24016272 ... -0.9150462  -1.0565835
 -0.8507668 ]"
1189,Dispatcher,Mors Ontologica,Rock,"[-4.0911236  -3.6327536  -2.9435227  ...  0.07363829 -0.07070674
 -0.15919887]"
685,late Night Show,Fanatic,Hip-Hop,"[-4.0579453  -3.311882   -2.5202968  ... -0.40426224 -0.296736
 -0.09962914]"
721,Evil Twin,Fuzz Unlimited,Rock,"[-3.841192   -2.1836243  -1.0387331  ... -0.5183448  -0.54343593
 -0.42376503]"
643,Side One - The Talent Contest,Ethan Persoff,Electronic,"[-3.6551287  -0.08309583  1.3909624  ...  0.3840748   0.3855975
  0.51944315]"
574,Caliente Queen,Clockcleaner,Rock,"[-3.7255514  -1.9670198  -0.8797658  ... -0.06775974 -0.05473369
 -0.15700614]"
348,Excretia,Blah Blah Blah,Rock,"[-4.204522   -3.9416409  -3.8431873  ... -0.04285659 -0.07428127
 -0.22450013]"
1066,Helicopter de Cristal,Lucky Dragons,Experimental,"[-3.9935102  -3.4840925  -3.2679853  ...  0.11709213 -0.0582973
 -0.11230569]"
205,What Crow Saw,Ed Askew,Folk,"[-4.1985693  -3.759318   -3.5451686  ...  0.43586347  0.3295358
  0.17101666]"
659,side 1 - complaint (knock on wood),Ethan Persoff,Electronic,"[-4.236074   -3.7684286  -3.480748   ...  0.14092919  0.12310614
  0.11931877]"
469,Waverly,Celesteville,Rock,"[-3.9451432  -2.9417522  -2.294415   ... -0.02750491 -0.15714125
 -0.1659088 ]"
423,Track4,Brian Joseph Davis,,"[-4.171565   -3.8972118  -3.7274458  ...  0.3857557   0.52713484
  0.59247625]"
874,11.5.00:46  Dead Tech Chicago,Illusion of Safety,Electronic,"[-4.2351093  -4.09436    -3.9974136  ...  0.10725944  0.07721279
  0.10109345]"
335,Bored,Blah Blah Blah,Rock,"[-4.225284   -4.0058656  -3.8668292  ...  0.02302217 -0.02104929
 -0.03682161]"
751,Love Love Love,Glass Candy,Soul-RnB,"[-3.4862373  -0.8660231   0.8430918  ...  0.05995708 -0.05681839
 -0.08579238]"
579,(Tryin' To) Read My Mind,CoCoComa,Rock,"[-3.455614   -0.7145833   0.6319651  ...  0.08121914  0.17057301
  0.18058975]"
1185,Don't Lead Don't Follow,Mors Ontologica,Rock,"[-3.9883225  -2.8588948  -1.743786   ... -0.01052105 -0.03382599
  0.02170617]"
708,Desconocido,Fósforo,International,"[-4.133507   -2.7683418  -1.82037    ... -0.27026904 -0.08357506
  0.05608109]"
1215,Solitron Wave,Mudboy,,"[-4.358899   -4.3190374  -4.2230654  ...  0.07149758  0.08967488
 -0.00711572]"
1145,Since Before Inertia,Minmae,Rock,"[-3.9977756  -3.449412   -3.2117448  ...  0.01020864  0.04422323
  0.0357594 ]"
963,With The Good Side,Jad Fair,Spoken,"[-4.12352    -3.4397895  -2.6458786  ... -0.16523597 -0.17677099
 -0.13595577]"
246,Referents,Bird Names,,"[-3.7856336   1.0168782   2.3696494  ...  0.1268553   0.13842665
  0.1003038 ]"
1070,La Desdenosa,Lucky Dragons,Experimental,"[-4.061576   -3.437756   -2.4331248  ... -0.35400394 -0.25352606
 -0.10512622]"
939,Open Your Eyes,Jad Fair,Spoken,"[-4.275856   -4.1602106  -4.097625   ... -0.09323323 -0.03347708
  0.06567867]"
704,Mano De Dios,Fósforo,International,[-3.561502   3.1740432  3.52578   ... -1.3118905 -1.3180765 -1.1714   ]
534,I Can See You,Charles Manson,Folk,"[-4.0927906  -3.807623   -3.5246792  ... -0.08653459 -0.02733867
  0.06637564]"
1195,With My Hands Out,Mount Eerie,Folk,"[-3.6939652e+00 -2.6621876e+00 -2.1692626e+00 ... -2.2781393e-02
  1.2924016e-03 -4.1306943e-02]"
688,Propose A Toast,Fanatic,Hip-Hop,"[-4.0133066  -3.6294305  -3.5621648  ... -0.3066859  -0.3131043
 -0.42263442]"
999,Catholic Guilt,Kevin Shields,Experimental,"[-3.5004258   1.253751    2.8307934  ... -0.30242798 -0.19620508
 -0.41861343]"
900,This Dawn Is As Fresh and Juicy As a Ripe Peach,J. Anderson/S. Brooxx,,"[-4.0606246  -3.70483    -3.64675    ...  0.34937784  0.35856658
  0.23299928]"
369,Whistle while you work,Blah Blah Blah,Rock,"[-4.172566   -3.847105   -3.6533477  ... -0.0260023  -0.10819662
 -0.10303371]"
1160,Getting Up,Mors Ontologica,Rock,"[-4.1201763  -3.6810255  -2.2434392  ... -0.74242175 -0.7272304
 -0.62740725]"
315,Interference,Blah Blah Blah,Rock,"[-4.262599   -4.131562   -4.1287956  ...  0.0994135   0.10252126
  0.06588956]"
637,The March,Eric Leonardson,Experimental,"[-4.2302856  -4.0937567  -4.018216   ...  0.03084918  0.08913726
  0.04387311]"
792,Everyone - am Masterbate,Glove Compartment,Rock,"[-4.153381   -3.6006405  -2.8520029  ... -0.32341152 -0.1854401
 -0.09180193]"
326,Burn,Blah Blah Blah,Rock,"[-4.2034874  -3.8515165  -3.6785576  ...  0.00757121 -0.0176371
 -0.07301511]"
824,Black Mold,Here Comes A Big Black Cloud!!,Rock,"[-3.5411615  -1.4242134  -0.21318221 ... -0.24737754 -0.3761435
 -0.2487277 ]"
989,Track 12,Jailberg,Experimental,"[-4.101948   -3.4490318  -2.785409   ...  0.13230251  0.12040573
  0.24196142]"
752,The Chameleon,Glass Candy,Soul-RnB,"[-4.1349993  -3.905601   -3.8930683  ... -0.38307086 -0.26765546
 -0.2594862 ]"
1036,Venus Cleaners Sessions,Lexie Mountain Boys,Experimental,"[-3.9058244  -3.4492166  -3.4110167  ...  0.11240263 -0.00629171
 -0.05261174]"
691,Into the Vastness of Stupidity,Flying Luttenbachers,Rock,"[-3.1935925e+00  1.1203014e+00  2.4462719e+00 ...  1.3711420e-03
 -9.4722137e-03  1.4948184e-04]"
433,1987,Brian Joseph Davis,Experimental,"[-4.2717643  -4.205699   -4.1424575  ... -0.15702096 -0.2779702
 -0.19930436]"
1128,The Smallest Lie,Mink Lungs,Rock,"[-4.0645885  -3.6750758  -3.6447065  ...  0.41668466  0.34112638
  0.30195838]"
958,Welcome To The Garden,Jad Fair,Spoken,"[-4.2650433  -4.102568   -4.0329547  ... -0.09150729 -0.11282818
 -0.08271872]"
1029,Wilder Climes,Lazy Magnet,Rock,"[-3.634728   -0.73372126  0.744151   ... -0.09228335 -0.03347497
 -0.03846855]"
580,Premonition,CoCoComa,Rock,"[-3.9820929  -1.3848342   1.2635167  ... -0.5544538  -0.63037014
 -0.60895485]"
352,In Arabia,Blah Blah Blah,Rock,"[-3.6346943  -2.8867676  -2.7409134  ...  0.3100711   0.18747997
  0.18619147]"
938,On And On,Jad Fair,Spoken,"[-4.3058262e+00 -4.1793418e+00 -4.0592113e+00 ...  1.0492942e-01
 -2.9075337e-03  1.2740946e-01]"
853,Welsinsni Melodyi,Hutzl Ukranian Ensemble,International,"[-3.8436081  -3.000853   -2.6839492  ...  0.13808674  0.24952187
  0.29323387]"
1258,One-Off Overcut Metal Laquer,Nautical Almanac,Experimental,"[-3.1551383   1.9749389   3.064045   ... -0.29213667 -0.3189329
 -0.5051403 ]"
318,1-2-3-4,Blah Blah Blah,Rock,"[-3.6542785  -2.0256562  -0.9542768  ...  0.20464657 -0.00987954
  0.07066274]"
544,Sweet Words,Charles Manson,Folk,"[-4.3588986  -4.2890434  -4.139116   ...  0.10262544  0.10700545
  0.08439294]"
140,Queen Of The Wires,Alec K. Redfearn & the Eyesores,Folk,"[-4.358899   -4.2778845  -4.2052784  ... -0.15593547 -0.20799674
 -0.30485645]"
404,Wonder Inn,Borful Tang,Electronic,"[-3.8166945  -3.0438237  -2.6501994  ...  0.01074755  0.09690417
  0.087933  ]"
965,YaYaYa,Jad Fair,Spoken,"[-2.796528    2.5272224   3.2428102  ...  0.11614462  0.04494037
 -0.06945114]"
586,War Is What They Got (Epilogue),DJ's of Mass Destruction,Hip-Hop,"[-4.1030164e+00 -3.6251094e+00 -3.2987683e+00 ... -3.6726454e-01
 -1.9882786e-01  9.8199316e-04]"
1118,Black Hole,Mike Rep and the Quotas,Rock,"[-3.4287853  -0.84497994  0.42685774 ... -0.38499588 -0.43796316
 -0.36421135]"
309,Where are all the people,Blah Blah Blah,Rock,"[-3.9793756  -3.5171385  -3.4077873  ... -0.23951711 -0.13001546
 -0.09135676]"
1100,Track 09,Manbeard,Experimental,"[-4.2641506  -4.028297   -3.9385142  ... -0.03575351 -0.12460472
 -0.25103465]"
804,Chock Fool of Nuts,Guinea Worms,Rock,"[-4.001123   -2.9125729  -2.0053194  ... -0.30691636 -0.28691003
 -0.39590392]"
535,Angels Fear To Tread,Charles Manson,Folk,"[-4.209199   -3.9770696  -3.8848288  ...  0.13501322  0.19303618
  0.21389002]"
527,For Jake Erdmann Et Al.,Celesteville,Rock,"[-3.910359   -2.831371   -2.30383    ...  0.7456065   0.5639283
  0.22442262]"
545,Interpretations,Charles Manson,Folk,"[-4.263228   -4.089669   -4.0067635  ...  0.04595809  0.02517013
  0.05122967]"
734,Crystal Migraine,Glass Candy,Soul-RnB,"[-3.7974176  -2.8451264  -2.2939134  ... -0.5445779  -0.61986274
 -0.55973774]"
571,Medicine Chant,Cinwaves,Rock,"[-3.872318   -3.148954   -2.8782136  ... -0.06890792 -0.12336668
 -0.10349946]"
430,1966,Brian Joseph Davis,Experimental,"[-3.9081755  -3.159351   -2.6403337  ... -0.34735933 -0.29230368
 -0.2752041 ]"
1143,The Length of a Drag,Minmae,Rock,"[-3.694178   -2.1949599  -1.3742124  ... -0.09988253 -0.14181338
 -0.15841362]"
201,Big City,Ed Askew,Folk,"[-3.970726   -3.3047028  -3.0851057  ...  0.2561341   0.10423648
  0.20348263]"
988,Track 11,Jailberg,Experimental,"[-4.053498   -3.5950632  -3.3949754  ...  0.05002444  0.00423779
  0.06498808]"
1027,Black Cloud Pt 2,Lazy Magnet,Rock,"[-4.0642185  -3.8243015  -3.8591008  ...  0.12500265  0.13077281
  0.17272967]"
817,Sechzig-Sechs,Hans Grüsel's Krankenkabinet,Experimental,"[-4.1065707  -3.7461383  -3.659904   ...  0.04908838  0.02758391
  0.0358528 ]"
1264,"""Lathedamage/maced"" Over Cut Vinyl 12""",Nautical Almanac,Experimental,"[-2.5578582   1.8267657   2.9526541  ... -0.5602594  -0.45658508
 -0.33928555]"
1052,Wide Mouth Penetrated Makeshift Mustache Man,Lovely Little Girls,Rock,"[-4.181374   -3.234355   -1.7080166  ... -0.18311305 -0.24642129
 -0.14036247]"
185,Want Me,Ariel Pink's Haunted Graffiti,,"[-3.7401516  -2.529147   -2.0435648  ... -0.08873441 -0.35067284
 -0.7016186 ]"
666,Heat,Explode Into Colors,International,"[-3.9351928  -2.9019718  -2.2159774  ...  0.08761464  0.19450255
  0.23246907]"
1152,My Blackbirds Are Bluebirds Now,The Moonlighters,Jazz,"[-3.9336145  -3.256202   -3.0228949  ...  0.01616743  0.21510808
  0.28239697]"
555,Shaking,Nicky Cook,,"[-4.0780916  -3.5173178  -3.2608576  ... -0.2569947  -0.01041454
 -0.09882668]"
885,Live Lisbon two 2-19-08,Illusion of Safety,Electronic,"[-3.941864   -3.2968543  -2.7924027  ... -0.07302001 -0.11910921
 -0.1099816 ]"
604,Real Prisons,Dora Bleu,Folk,"[-4.358899   -4.1489983  -3.77156    ... -0.12732598 -0.19139332
 -0.2430949 ]"
532,Big League,Chandeliers,Electronic,"[-4.0665665  -2.2496464  -1.3083564  ... -0.44917884 -0.5600247
 -0.7136102 ]"
520,Invisible Tape,Celesteville,Rock,"[-4.0613213  -3.6183176  -3.5063462  ...  0.34004813  0.34789917
  0.27844912]"
777,Relaxing,Glove Compartment,Rock,"[-3.9486125  -3.3693972  -3.1620915  ... -0.23374496 -0.126171
 -0.12504071]"
782,Self Examination of His Wife's Breasts,Glove Compartment,Rock,"[-3.8657656  -3.1878502  -3.0993552  ...  0.16420026  0.1810419
  0.19492473]"
1159,Lovesick,Mors Ontologica,Rock,"[-3.567766   -1.1099678  -0.05831952 ... -0.41851896 -0.49339804
 -0.45477408]"
966,"Yes, We Will",Jad Fair,Spoken,"[-4.1450615  -3.5861514  -3.1304336  ...  0.09180693  0.10028148
  0.22516406]"
1141,New Lilith/Flashing Timex,Minmae,Rock,"[-3.9571383  -3.1008668  -2.6369455  ... -0.34400752 -0.25180364
 -0.16614453]"
1168,Insomnia,Mors Ontologica,Rock,"[-3.9333389  -2.3299558  -0.5286039  ... -0.0860209  -0.09553001
 -0.08598916]"
623,The Cup Bearer (Jony Mede),Ed Askew,Folk,"[-4.1643825  -3.8676934  -3.8828478  ...  0.1277858   0.129322
  0.14961542]"
170,Industry Standard Massacre,Argumentix,Rock,"[-4.02811    -3.2418113  -2.7988281  ... -0.22934859 -0.09562767
 -0.28787416]"
593,Finally Here,Delta Dreambox,Jazz,"[-4.146431   -3.9640517  -3.9513564  ... -0.28539002 -0.1005474
  0.04627216]"
1244,w/ Chuck Bettis (2002),Nautical Almanac,Experimental,"[-3.8043296  -0.0100968   2.006421   ... -0.07041731  0.09365378
  0.05167753]"
320,The Natives are Restless,Blah Blah Blah,Rock,"[-4.3380456  -4.158838   -3.3826792  ... -0.01461633  0.00689034
 -0.01570035]"
1072,Ya Me Voy OK,Lucky Dragons,Experimental,"[-4.343275   -4.329558   -4.326712   ...  0.22941573  0.22941573
  0.22941573]"
1226,Track 4,Mudboy,,"[-3.9661508  -3.2646735  -2.5755641  ...  0.02525577  0.12477893
  0.10180052]"
609,The Psychic,Double Dagger,Rock,"[-3.7558353  -2.5663905  -1.8405519  ... -0.17883684 -0.2691942
 -0.22802207]"
188,Piano 1,Ed Askew,Folk,"[-4.2177944  -4.006163   -3.9665356  ...  0.05477755  0.04750944
  0.02301158]"
912,Come On,Jad Fair,Spoken,"[-4.01852    -3.1102781  -2.2706301  ... -0.12643582 -0.01916607
  0.13834187]"
739,Hurt,Glass Candy,Soul-RnB,"[-3.5255272  -1.484758   -0.30576646 ... -0.08326621 -0.12808439
 -0.08710725]"
715,Kokopelli,Fursaxa,Folk,"[-4.032406   -3.6247993  -3.4951556  ...  0.09104834  0.13916501
  0.16486533]"
537,I Don't Need Water Sprinklers In The Desert,Charles Manson,Folk,"[-4.195527   -3.9664576  -3.857518   ...  0.05235879  0.04199572
  0.06694595]"
526,Do Not Talk,Celesteville,Rock,"[-3.8494997e+00 -3.0675998e+00 -2.7175279e+00 ...  2.7331701e-03
  1.1620290e-01  1.7054462e-01]"
508,5 In 1,Celesteville,Rock,"[-4.358899   -4.0865507  -3.7737877  ... -0.11699659 -0.20175792
 -0.22342587]"
1061,Mr Fancy pants,Lozenge,Jazz,"[-3.7221134  -1.6385651  -0.51018625 ... -0.0709494  -0.00906072
  0.17121741]"
725,"Gang Wizard ""Men's Restroom""",Gang Wizard,Experimental,"[-4.2665777  -4.159484   -4.140602   ...  0.25907016  0.25954628
  0.19908753]"
838,Wasteland,Heroin UK,Rock,"[-4.0149827  -3.3743148  -2.8634267  ... -0.07966065 -0.13678943
 -0.14966653]"
476,Leftward Glance,Celesteville,Rock,"[-4.1871457  -3.834395   -3.7339404  ... -0.07709783 -0.01374502
  0.04461615]"
745,Nite Nurses,Glass Candy,Soul-RnB,"[-4.1994123  -3.7590446  -3.5757189  ...  0.16477007  0.3307585
  0.22331248]"
934,More,Jad Fair,Spoken,"[-4.1243525e+00 -3.8127086e+00 -3.6020944e+00 ... -1.1418185e-01
 -9.0238478e-05 -2.9068578e-02]"
895,Unveiled Nightmare,Ilyas Ahmed,Folk,"[-3.897662   -2.9225094  -2.3996723  ...  0.0600533   0.06221013
  0.02471894]"
656,Side Four - Easy Slow and Easy (finale),Ethan Persoff,Electronic,"[-3.508156   -1.8627669  -0.94334084 ... -0.20682648 -0.17205994
 -0.19803903]"
1076,I Keep Waiting For Earthquakes,Lucky Dragons,,"[-3.5501666  -2.3838842  -1.9981015  ... -0.21577904 -0.6030658
 -0.6721146 ]"
1179,Shoes,Mors Ontologica,Rock,"[-3.8226545  -2.6164882  -1.8207281  ... -0.12961698 -0.5119682
 -0.82360685]"
178,Lend Me a Blanket,Argumentix,Rock,"[-3.8621542  -3.0144546  -2.5432386  ... -0.07540061 -0.0892616
 -0.17369185]"
642,SNAP! (side one of two),Ethan Persoff,Electronic,"[-4.155464   -3.656      -3.1089025  ...  0.04728446  0.01968221
  0.0359115 ]"
1009,South Street Bridge,King Kong Ding Dong,Rock,"[-3.4045808  -1.7015531  -0.97897583 ...  0.09731872  0.23952216
  0.2942397 ]"
172,I Can't Stand You Up-right,Argumentix,Rock,"[-3.975977   -2.7686217  -1.7096708  ... -0.02466469  0.0477244
  0.0633354 ]"
1127,Do I Tingle? Up?,Mink Lungs,Rock,"[-3.3917792  -1.2948436   0.12132939 ...  0.25428987  0.30050752
  0.36974114]"
1025,FM 91.1,Landed,Rock,"[-2.4926374   2.83961     3.538275   ... -0.04567991 -0.12143563
 -0.04044938]"
346,Disco Ghoul,Blah Blah Blah,Rock,"[-4.19423    -4.0638676  -4.0878935  ... -0.02695356 -0.04655663
 -0.02829488]"
213,Boute,Au,Pop,"[-3.946242   -3.4176693  -3.279117   ...  0.12131764  0.19681479
  0.27607566]"
829,The Fly Pt. II,Here Comes A Big Black Cloud!!,Rock,"[ 0.70748967  1.5181398   1.5081939  ... -0.23530741 -0.24192967
 -0.31912786]"
878,Bad Carnival Acid,Illusion of Safety,Electronic,"[-4.3588986  -4.1087356  -3.7059596  ...  0.25051135  0.2540689
  0.10304759]"
616,"Immaterial, side B",EKG,Experimental,"[-4.262188   -4.1481514  -4.1023192  ... -0.11240932 -0.08661066
 -0.06117063]"
909,Apple Apple,Jad Fair,Spoken,"[-3.940558   -3.4324198  -3.2528722  ... -0.18088557 -0.1805505
 -0.19829255]"
995,No Good Deed Goes Unpunished,Kevin Shields,Experimental,"[-2.924162    2.483307    3.3173733  ... -0.3663767  -0.35072878
 -0.26778138]"
1082,Nam Nhi-tu,M. Nguyen Van Minh-Con,International,"[-4.278382   -4.082404   -4.028692   ... -0.04306475  0.04653734
  0.05675962]"
1178,Chatter #2  : (,Mors Ontologica,Rock,"[-4.303399   -4.1958413  -4.1435776  ... -0.04863361  0.03284139
  0.02695937]"
355,Just you wait and see,Blah Blah Blah,Rock,"[-4.120407   -3.8348913  -3.7381716  ...  0.01204996  0.01711629
 -0.11280801]"
707,Cochabamba,Fósforo,International,"[-3.629854   -0.82574475  0.29683182 ... -0.18963529  0.01045823
  0.16483833]"
509,A Wren's Heart,Celesteville,Rock,"[-4.2767596  -4.1468997  -4.116712   ...  0.18195786  0.1606284
  0.04636525]"
857,Boo Hod,I Am the Liquor,Rock,"[-4.358899   -4.358899   -4.3588915  ...  0.11912865  0.13136728
  0.22901048]"
191,Song About Michael,Ed Askew,Folk,"[-3.8591948  -3.2152512  -2.9954093  ...  0.3333554   0.32134026
  0.3148081 ]"
960,What Do You Think?,Jad Fair,Spoken,"[-3.9799206  -3.4477708  -3.1490793  ...  0.29840568  0.27230102
  0.07798074]"
307,Out on the farm,Blah Blah Blah,Rock,"[-4.1614389e+00 -3.8963716e+00 -3.1774721e+00 ...  4.8901636e-02
  2.7568063e-02  3.8978211e-03]"
1176,Chatter #1  : P,Mors Ontologica,Rock,"[-4.358899   -4.3585114  -4.351871   ...  0.0536609   0.08916777
  0.13779369]"
577,It Got in The Way,Clyde Rourke,Rock,"[-2.8552501  -2.6733482  -2.9661236  ...  0.07332344  0.20048113
  0.5823163 ]"
969,You Got A Way pt 2,Jad Fair,Spoken,"[-4.051431   -3.6106725  -3.3517883  ...  0.1416693   0.08437064
  0.03495211]"
1051,A Warhead Dons Zithers,Lop,Pop,"[-4.201402   -4.075937   -3.9469793  ...  0.12636425  0.10256642
  0.08035491]"
351,Hippopotamus,Blah Blah Blah,Rock,"[-4.011809   -3.5965421  -3.4583838  ... -0.08194786 -0.07798756
  0.00641632]"
1183,Vampires In My Neighborhood,Mors Ontologica,Rock,"[-3.5705445  -2.1350508  -1.321449   ... -0.09805804 -0.13576806
 -0.16978718]"
1186,Demon Inc,Mors Ontologica,Rock,"[-4.0404544  -3.4396212  -3.1932201  ... -0.29373005 -0.4385812
 -0.19758087]"
1270,Cocksuckerbastardmotherfucker,Necropolis,Rock,"[-4.358899   -4.1719337  -3.1602325  ... -0.32958117 -0.31450322
 -0.19470316]"
981,Track 04,Jailberg,Experimental,"[-4.0507326  -3.366655   -2.902491   ... -0.06649249 -0.09540521
 -0.12391242]"
731,Track 05,Gang Wizard,Experimental,"[-4.2044897  -3.6440434  -2.9188485  ...  0.42031258  0.37648213
  0.24092345]"
763,Love Love Love,Glass Candy,Soul-RnB,"[-4.0370154  -2.7916715  -1.664423   ... -0.23138455 -0.06671179
 -0.18344037]"
151,Untitled 04,Animal Writes,Rock,"[-3.6752319e+00 -9.9140185e-01  1.6801199e+00 ...  6.5389767e-02
 -1.5346804e-03 -7.0402212e-02]"
521,A River Frozen In Place,Celesteville,Rock,"[-3.9633827  -3.181836   -2.7521913  ... -0.06252328  0.07156454
  0.1335506 ]"
407,Soundclash At Wonder Inn (ft. Qulfus),Borful Tang,Electronic,"[-3.9503558  -3.352942   -2.9832084  ... -0.1070077  -0.20339224
 -0.25438058]"
1164,Lapse/Relapse,Mors Ontologica,Rock,"[-3.6693504  -1.5861177  -0.5875607  ... -0.38524678 -0.55883914
 -0.50304776]"
1157,Bombshell,Mors Ontologica,Rock,"[-3.8646476  -3.061399   -2.7465408  ... -0.0790792  -0.51173997
 -0.75165147]"
645,Side One - Dear Mr. Depieu,Ethan Persoff,Electronic,"[-3.7110345  -2.7104597  -2.505479   ... -0.10216572  0.0064493
  0.04489189]"
605,I Was So Bored I Wanted To Hang Myself On The Dancefloor,Double Dagger,Rock,"[-4.3588986  -4.1040306  -2.374335   ... -0.02013757  0.15957509
  0.13820645]"
652,Side Three - Part Two,Ethan Persoff,Electronic,"[-3.9825315  -3.2953334  -2.993239   ...  0.05694924  0.06015877
  0.03034795]"
880,Gravelvoice one,Illusion of Safety,Electronic,"[-4.158496   -3.8405817  -3.691022   ...  0.01203436 -0.00972092
 -0.08021975]"
350,Gotta Go,Blah Blah Blah,Rock,"[-3.7994714  -2.770365   -2.258686   ... -0.18489166 -0.27435675
 -0.29502138]"
1106,Up With People,Mayor Daley,Rock,"[-3.9641912  -2.5935829  -1.3729804  ... -0.3556501  -0.19876882
 -0.28874463]"
1252,Rejerks 03,Nautical Almanac,Experimental,"[-4.209297   -3.685606   -3.4527369  ... -0.3386518  -0.26217797
 -0.13125905]"
737,Youe Deam Lover's On Video Again,Glass Candy,Soul-RnB,[-3.9632354 -3.0657127 -2.0566576 ... -0.5012505 -0.5322215 -0.5939388]
249,The Indefinite Time Yet to Come,Bird Names,Rock,"[-3.776029   -2.8203604  -2.4802842  ... -0.07114881 -0.05713456
 -0.15559533]"
1193,Wooly Mammoth's Absence,Mount Eerie,Folk,"[-4.1602783  -3.8533788  -3.6683064  ... -0.15986568 -0.16382736
 -0.07388537]"
203,Song For R,Ed Askew,Folk,"[-3.9765153  -3.504989   -3.3588943  ...  0.1637118   0.07821155
 -0.02581654]"
694,Planet Say (featuring Faust),Food For Animals,Hip-Hop,"[-4.1138124  -3.8313713  -3.8211977  ...  0.07535867  0.00946523
  0.01361233]"
774,The Last Time,Glass Candy,Soul-RnB,"[-4.175031   -4.010336   -3.7311459  ... -0.32370114 -0.6012471
 -0.554231  ]"
648,Side Two - Praise the Lord and Give Thanks,Ethan Persoff,Electronic,"[-3.947607   -2.8045838  -1.5775423  ...  0.12652113  0.11974103
  0.22920953]"
702,Mexico,Foot Village,Rock,"[-3.7943575  -2.203324   -0.51398563 ...  0.23507562  0.32689252
  0.3106617 ]"
1251,Leviathon,Nautical Almanac,Experimental,"[-4.240753   -4.0038705  -3.7896357  ...  0.24532257  0.1920794
  0.10394019]"
342,Crash,Blah Blah Blah,Rock,"[-4.3147006  -4.212628   -4.0642743  ...  0.19639444  0.2084954
  0.16160561]"
176,Step Up to Legends,Argumentix,Rock,"[-1.7988592  -0.6799306  -0.17257367 ... -0.13878042 -0.0472356
 -0.18251775]"
788,Vert,Glove Compartment,Rock,"[-4.11111    -3.770661   -3.6351788  ... -0.02586303 -0.12105896
 -0.14626795]"
1089,(bishop) desmond tutu,Mahjongg,Electronic,"[-3.6692836  -2.6004064  -2.1477528  ...  0.10154163  0.08238811
  0.07149754]"
197,Piano 2,Ed Askew,Folk,"[-4.1595936  -3.8747869  -3.785789   ...  0.0209455   0.01602131
  0.02335366]"
356,Little White Boxes,Blah Blah Blah,Rock,"[-4.0852757  -3.6259987  -3.4889572  ...  0.08134381  0.06979759
  0.04822215]"
458,Hunt Like Devil 4,CAVE,Rock,"[-3.5812297  -1.6913161  -0.85226697 ...  0.30082077  0.55369097
  0.2965373 ]"
712,Loch Ness Primitive,The Functional Blackouts,Rock,"[-3.857142   -0.29384407  1.8211493  ... -0.3207918  -0.18355376
 -0.16954929]"
773,Nite Nurses,Glass Candy,Soul-RnB,"[-4.0566726  -2.4446754  -0.36501488 ...  0.20445128  0.20721999
 -0.0097521 ]"
875,4-27-01 hamburg (inoptrk9),Illusion of Safety,Electronic,"[-4.2849345  -4.293838   -4.257826   ...  0.20530869  0.19568796
  0.20635551]"
1135,Beginning with Dissuader,Minmae,Rock,"[-3.9691613  -3.5471368  -3.3908076  ...  0.08658884  0.12902585
  0.08999216]"
982,Track 05,Jailberg,Experimental,"[-3.9270709  -3.0831573  -2.587078   ...  0.12717758  0.14395738
  0.1526748 ]"
1034,Dogs Hot,Lexie Mountain Boys,Spoken,"[-3.773004   -2.5650923  -1.8424492  ...  0.09689393 -0.08135183
  0.06724011]"
165,Track 10,Area C,Experimental,"[-4.1138568e+00 -3.8474975e+00 -3.7936938e+00 ... -3.4840360e-02
 -4.4503424e-02  3.9174268e-03]"
207,Piano 3,Ed Askew,Folk,"[-4.070503   -3.6757076  -3.5863445  ... -0.05398923 -0.0350837
 -0.05211076]"
917,Hear The Call,Jad Fair,Spoken,"[-4.1609197  -3.8583024  -3.6801233  ...  0.06861015  0.12096551
  0.06956466]"
